store_id,product_id,month,units
1,1100000013,01/01/2020,175
1,1100000013,01/02/2020,166
1,1100000013,01/03/2020,188
1,1100000013,01/04/2020,221
1,1100000013,01/05/2020,205
1,1100000013,01/06/2020,231
1,1100000013,01/07/2020,162
1,1100000013,01/08/2020,153
1,1100000013,01/09/2020,155
1,1100000013,01/10/2020,271
1,1100000013,01/11/2020,239
1,1100000013,01/12/2020,235
1,1100000013,01/01/2021,219
1,1100000013,01/02/2021,223
1,1100000013,01/03/2021,233
1,1100000013,01/04/2021,230
1,1100000013,01/05/2021,180
1,1100000013,01/06/2021,202
1,1100000013,01/07/2021,153
1,1100000013,01/08/2021,165
1,1100000013,01/09/2021,192
1,1100000013,01/10/2021,211
1,1100000013,01/11/2021,227
1,1100000013,01/12/2021,253
1,1100000016,01/01/2020,3111
1,1100000016,01/02/2020,3373
1,1100000016,01/03/2020,3680
1,1100000016,01/04/2020,2260
1,1100000016,01/05/2020,145
1,1100000016,01/06/2020,105
1,1100000016,01/07/2020,95
1,1100000016,01/08/2020,91
1,1100000016,01/09/2020,85
1,1100000016,01/10/2020,90
1,1100000016,01/11/2020,133
1,1100000016,01/12/2020,93
1,1100000017,01/01/2020,5776
1,1100000017,01/02/2020,6198
1,1100000017,01/03/2020,9733
1,1100000017,01/04/2020,7888
1,1100000017,01/05/2020,694
1,1100000017,01/06/2020,629
1,1100000017,01/07/2020,629
1,1100000017,01/08/2020,513
1,1100000017,01/09/2020,523
1,1100000017,01/10/2020,452
1,1100000017,01/11/2020,507
1,1100000017,01/12/2020,448
1,1100000019,01/01/2020,1681
1,1100000019,01/02/2020,1440
1,1100000019,01/03/2020,1960
1,1100000019,01/04/2020,1157
1,1100000019,01/05/2020,1256
1,1100000019,01/06/2020,1446
1,1100000019,01/07/2020,1634
1,1100000019,01/08/2020,1739
1,1100000019,01/09/2020,1638
1,1100000019,01/10/2020,1510
1,1100000019,01/11/2020,1486
1,1100000019,01/12/2020,1586
1,1100000019,01/01/2021,1485
1,1100000019,01/02/2021,1359
1,1100000019,01/03/2021,1566
1,1100000019,01/04/2021,1327
1,1100000019,01/05/2021,1450
1,1100000019,01/06/2021,1451
1,1100000019,01/07/2021,1649
1,1100000019,01/08/2021,1723
1,1100000019,01/09/2021,1563
1,1100000019,01/10/2021,1496
1,1100000019,01/11/2021,1455
1,1100000019,01/12/2021,1535
1,1100000020,01/01/2020,17403
1,1100000020,01/02/2020,20195
1,1100000020,01/03/2020,53528
1,1100000020,01/04/2020,24557
1,1100000020,01/05/2020,14806
1,1100000020,01/06/2020,8750
1,1100000020,01/07/2020,8854
1,1100000020,01/08/2020,8358
1,1100000020,01/09/2020,10005
1,1100000020,01/10/2020,10180
1,1100000020,01/11/2020,11973
1,1100000020,01/12/2020,10055
1,1100000020,01/01/2021,6959
1,1100000020,01/02/2021,9259
1,1100000020,01/03/2021,14025
1,1100000020,01/04/2021,8839
1,1100000020,01/05/2021,7825
1,1100000020,01/06/2021,6532
1,1100000020,01/07/2021,6758
1,1100000020,01/08/2021,7382
1,1100000020,01/09/2021,8288
1,1100000020,01/10/2021,8088
1,1100000020,01/11/2021,9066
1,1100000020,01/12/2021,8645
1,1100000021,01/01/2020,17887
1,1100000021,01/02/2020,23924
1,1100000021,01/03/2020,35729
1,1100000021,01/04/2020,12899
1,1100000021,01/05/2020,11346
1,1100000021,01/06/2020,15529
1,1100000021,01/07/2020,17676
1,1100000021,01/08/2020,17524
1,1100000021,01/09/2020,22826
1,1100000021,01/10/2020,25175
1,1100000021,01/11/2020,34082
1,1100000021,01/12/2020,29087
1,1100000021,01/01/2021,21374
1,1100000021,01/02/2021,21523
1,1100000021,01/03/2021,34861
1,1100000021,01/04/2021,31192
1,1100000021,01/05/2021,18764
1,1100000021,01/06/2021,15861
1,1100000021,01/07/2021,13635
1,1100000021,01/08/2021,14187
1,1100000021,01/09/2021,14349
1,1100000021,01/10/2021,15552
1,1100000021,01/11/2021,17306
1,1100000021,01/12/2021,17754
1,1100000027,01/01/2020,11
1,1100000027,01/02/2020,20
1,1100000027,01/03/2020,46
1,1100000027,01/04/2020,144
1,1100000027,01/05/2020,77
1,1100000027,01/06/2020,65
1,1100000027,01/07/2020,60
1,1100000027,01/08/2020,176
1,1100000027,01/09/2020,152
1,1100000027,01/10/2020,42
1,1100000027,01/11/2020,40
1,1100000027,01/12/2020,37
1,1100000027,01/01/2021,25
1,1100000027,01/02/2021,22
1,1100000027,01/03/2021,54
1,1100000027,01/04/2021,58
1,1100000027,01/05/2021,94
1,1100000027,01/06/2021,140
1,1100000027,01/07/2021,71
1,1100000027,01/08/2021,115
1,1100000027,01/09/2021,108
1,1100000027,01/10/2021,19
1,1100000027,01/11/2021,5
1,1100000027,01/12/2021,11
1,1100000028,01/01/2020,75
1,1100000028,01/02/2020,145
1,1100000028,01/03/2020,350
1,1100000028,01/04/2020,832
1,1100000028,01/05/2020,653
1,1100000028,01/06/2020,521
1,1100000028,01/07/2020,494
1,1100000028,01/08/2020,1069
1,1100000028,01/09/2020,844
1,1100000028,01/10/2020,183
1,1100000028,01/11/2020,115
1,1100000028,01/12/2020,107
1,1100000028,01/01/2021,91
1,1100000028,01/02/2021,104
1,1100000028,01/03/2021,276
1,1100000028,01/04/2021,401
1,1100000028,01/05/2021,628
1,1100000028,01/06/2021,926
1,1100000028,01/07/2021,517
1,1100000028,01/08/2021,851
1,1100000028,01/09/2021,848
1,1100000028,01/10/2021,204
1,1100000028,01/11/2021,150
1,1100000028,01/12/2021,146
1,1100000148,01/01/2020,653
1,1100000148,01/02/2020,265
1,1100000148,01/03/2020,125
1,1100000148,01/04/2020,8
1,1100000148,01/05/2020,5
1,1100000148,01/06/2020,7
1,1100000148,01/07/2020,1
1,1100000148,01/08/2020,8
1,1100000148,01/09/2020,1
1,1100000148,01/10/2020,0
1,1100000148,01/11/2020,0
1,1100000148,01/12/2020,1
1,1100000148,01/01/2021,0
1,1100000148,01/02/2021,0
1,1100000148,01/03/2021,0
1,1100000148,01/04/2021,0
1,1100000148,01/05/2021,0
1,1100000148,01/06/2021,0
1,1100000148,01/07/2021,1
1,1100000148,01/08/2021,0
1,1100000148,01/09/2021,0
1,1100000148,01/10/2021,0
1,1100000148,01/11/2021,0
1,1100000148,01/12/2021,0
1,1100000149,01/01/2020,1457
1,1100000149,01/02/2020,957
1,1100000149,01/03/2020,1398
1,1100000149,01/04/2020,1066
1,1100000149,01/05/2020,993
1,1100000149,01/06/2020,1180
1,1100000149,01/07/2020,1292
1,1100000149,01/08/2020,1290
1,1100000149,01/09/2020,1219
1,1100000149,01/10/2020,1115
1,1100000149,01/11/2020,1205
1,1100000149,01/12/2020,1217
1,1100000149,01/01/2021,936
1,1100000149,01/02/2021,1047
1,1100000149,01/03/2021,1336
1,1100000149,01/04/2021,1159
1,1100000149,01/05/2021,583
1,1100000149,01/06/2021,104
1,1100000149,01/07/2021,21
1,1100000149,01/08/2021,13
1,1100000149,01/09/2021,12
1,1100000149,01/10/2021,23
1,1100000149,01/11/2021,7
1,1100000149,01/12/2021,0
1,1100000150,01/01/2020,7320
1,1100000150,01/02/2020,9527
1,1100000150,01/03/2020,9972
1,1100000150,01/04/2020,7401
1,1100000150,01/05/2020,6846
1,1100000150,01/06/2020,4981
1,1100000150,01/07/2020,6137
1,1100000150,01/08/2020,6658
1,1100000150,01/09/2020,7191
1,1100000150,01/10/2020,8607
1,1100000150,01/11/2020,5967
1,1100000150,01/12/2020,3955
1,1100000150,01/01/2021,3917
1,1100000150,01/02/2021,3725
1,1100000150,01/03/2021,3476
1,1100000150,01/04/2021,2058
1,1100000150,01/05/2021,790
1,1100000150,01/06/2021,261
1,1100000150,01/07/2021,75
1,1100000150,01/08/2021,40
1,1100000150,01/09/2021,14
1,1100000150,01/10/2021,6
1,1100000150,01/11/2021,2
1,1100000150,01/12/2021,3
1,1100000172,01/01/2020,4554
1,1100000172,01/02/2020,4586
1,1100000172,01/03/2020,4252
1,1100000172,01/04/2020,1709
1,1100000172,01/05/2020,1534
1,1100000172,01/06/2020,1985
1,1100000172,01/07/2020,2822
1,1100000172,01/08/2020,2644
1,1100000172,01/09/2020,3159
1,1100000172,01/10/2020,3090
1,1100000172,01/11/2020,3491
1,1100000172,01/12/2020,3123
1,1100000172,01/01/2021,2602
1,1100000172,01/02/2021,3123
1,1100000172,01/03/2021,3220
1,1100000172,01/04/2021,2973
1,1100000172,01/05/2021,2777
1,1100000172,01/06/2021,2913
1,1100000172,01/07/2021,3448
1,1100000172,01/08/2021,3941
1,1100000172,01/09/2021,4280
1,1100000172,01/10/2021,4382
1,1100000172,01/11/2021,2997
1,1100000172,01/12/2021,2764
1,1100000173,01/01/2020,3653
1,1100000173,01/02/2020,5856
1,1100000173,01/03/2020,5239
1,1100000173,01/04/2020,2402
1,1100000173,01/05/2020,2390
1,1100000173,01/06/2020,2110
1,1100000173,01/07/2020,2807
1,1100000173,01/08/2020,3814
1,1100000173,01/09/2020,3404
1,1100000173,01/10/2020,2526
1,1100000173,01/11/2020,3844
1,1100000173,01/12/2020,5044
1,1100000173,01/01/2021,3986
1,1100000173,01/02/2021,2787
1,1100000173,01/03/2021,5007
1,1100000173,01/04/2021,3095
1,1100000173,01/05/2021,2640
1,1100000173,01/06/2021,2554
1,1100000173,01/07/2021,2910
1,1100000173,01/08/2021,3776
1,1100000173,01/09/2021,3790
1,1100000173,01/10/2021,4150
1,1100000173,01/11/2021,3250
1,1100000173,01/12/2021,5935
1,1100000191,01/01/2021,1525
1,1100000191,01/02/2021,1498
1,1100000191,01/03/2021,1713
1,1100000191,01/04/2021,2169
1,1100000191,01/05/2021,3728
1,1100000191,01/06/2021,3658
1,1100000191,01/07/2021,3644
1,1100000191,01/08/2021,3890
1,1100000191,01/09/2021,3508
1,1100000191,01/10/2021,3633
1,1100000191,01/11/2021,3620
1,1100000191,01/12/2021,4051
1,1100000206,01/01/2020,420
1,1100000206,01/02/2020,415
1,1100000206,01/03/2020,491
1,1100000206,01/04/2020,259
1,1100000206,01/05/2020,274
1,1100000206,01/06/2020,219
1,1100000206,01/07/2020,293
1,1100000206,01/08/2020,286
1,1100000206,01/09/2020,431
1,1100000206,01/10/2020,369
1,1100000206,01/11/2020,361
1,1100000206,01/12/2020,415
1,1100000206,01/01/2021,287
1,1100000206,01/02/2021,347
1,1100000206,01/03/2021,394
1,1100000206,01/04/2021,295
1,1100000206,01/05/2021,332
1,1100000206,01/06/2021,329
1,1100000206,01/07/2021,274
1,1100000206,01/08/2021,355
1,1100000206,01/09/2021,535
1,1100000206,01/10/2021,501
1,1100000206,01/11/2021,455
1,1100000206,01/12/2021,485
1,1100000207,01/01/2020,476
1,1100000207,01/02/2020,572
1,1100000207,01/03/2020,520
1,1100000207,01/04/2020,97
1,1100000207,01/05/2020,45
1,1100000207,01/06/2020,47
1,1100000207,01/07/2020,111
1,1100000207,01/08/2020,94
1,1100000207,01/09/2020,283
1,1100000207,01/10/2020,302
1,1100000207,01/11/2020,268
1,1100000207,01/12/2020,185
1,1100000207,01/01/2021,164
1,1100000207,01/02/2021,184
1,1100000207,01/03/2021,266
1,1100000207,01/04/2021,119
1,1100000207,01/05/2021,121
1,1100000207,01/06/2021,122
1,1100000207,01/07/2021,83
1,1100000207,01/08/2021,218
1,1100000207,01/09/2021,587
1,1100000207,01/10/2021,519
1,1100000207,01/11/2021,482
1,1100000207,01/12/2021,449
1,1100000208,01/01/2020,199
1,1100000208,01/02/2020,282
1,1100000208,01/03/2020,346
1,1100000208,01/04/2020,21
1,1100000208,01/05/2020,8
1,1100000208,01/06/2020,7
1,1100000208,01/07/2020,24
1,1100000208,01/08/2020,26
1,1100000208,01/09/2020,91
1,1100000208,01/10/2020,75
1,1100000208,01/11/2020,99
1,1100000208,01/12/2020,71
1,1100000209,01/01/2020,203
1,1100000209,01/02/2020,231
1,1100000209,01/03/2020,373
1,1100000209,01/04/2020,69
1,1100000209,01/05/2020,22
1,1100000209,01/06/2020,12
1,1100000209,01/07/2020,35
1,1100000209,01/08/2020,38
1,1100000209,01/09/2020,79
1,1100000209,01/10/2020,98
1,1100000209,01/11/2020,162
1,1100000209,01/12/2020,132
1,1100000209,01/01/2021,88
1,1100000209,01/02/2021,94
1,1100000209,01/03/2021,178
1,1100000209,01/04/2021,74
1,1100000209,01/05/2021,50
1,1100000209,01/06/2021,51
1,1100000209,01/07/2021,46
1,1100000209,01/08/2021,82
1,1100000209,01/09/2021,192
1,1100000209,01/10/2021,233
1,1100000209,01/11/2021,331
1,1100000209,01/12/2021,419
1,1100000210,01/01/2020,606
1,1100000210,01/02/2020,851
1,1100000210,01/03/2020,280
1,1100000210,01/04/2020,35
1,1100000210,01/05/2020,18
1,1100000210,01/06/2020,32
1,1100000210,01/07/2020,76
1,1100000210,01/08/2020,84
1,1100000210,01/09/2020,310
1,1100000210,01/10/2020,334
1,1100000210,01/11/2020,269
1,1100000210,01/12/2020,237
1,1100000210,01/01/2021,231
1,1100000210,01/02/2021,387
1,1100000210,01/03/2021,210
1,1100000210,01/04/2021,94
1,1100000210,01/05/2021,197
1,1100000210,01/06/2021,193
1,1100000210,01/07/2021,156
1,1100000210,01/08/2021,236
1,1100000210,01/09/2021,710
1,1100000210,01/10/2021,894
1,1100000210,01/11/2021,687
1,1100000210,01/12/2021,380
1,1100000212,01/01/2020,148
1,1100000212,01/02/2020,148
1,1100000212,01/03/2020,176
